,pair1,pair2,apr,tvl,fee,network,apy,type_of_agriculture,dex,date,Website,Network,Grade
14967,ETH,SX,4.45920204,8485.814229900001,,ETH,4.559834104416294,POOL,Sushi,2021-08-23,Sushi,ETH,A
14968,ETH,SXP,29.392305479999997,114867.9736477,,ETH,34.15219791826796,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14969,ETH,SXP,2.33,382471.16,0,ETH,2.3572804377141487,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14970,ETH,SXP,24.70,759012.79,0,ETH,28.007217583382406,FARM,https://swipe.org/farm,2021-08-23,https://swipe.org/farm,BSC,B
14971,ETH,SXP,24.70,759012.79,0,ETH,28.007217583382406,FARM,https://swipe.org/farm,2021-08-23,https://swipe.org/farm,ETH,B
14972,ETH,SYLO,5.11560072,315107.9469453,,ETH,5.248330339365559,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14973,ETH,SYN,1.8691743599999997,902.7583188,,ETH,1.886704015098939,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14974,ETH,SYNC,631.82593656,8555.084239599999,,ETH,52441.944385580995,POOL,Sushi,2021-08-23,Sushi,ETH,A
14975,ETH,Skey,2.39504352,596575.1098933,,ETH,2.423874560708894,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14976,ETH,Stonky,1067.70,3.89,4,MATIC,3718984.8204419008,FARM,https://stonky.farm/,2021-08-23,https://stonky.farm/,MATIC,D
14977,ETH,Sunder,0.9461542800000001,201863.55380340002,,ETH,0.9506320903219789,POOL,Sushi,2021-08-23,Sushi,ETH,A
14978,ETH,TABOY20,339.83,69162.18,0,ETH,2844.6578609266726,FARM,https://nft20.io,2021-08-23,https://nft20.io,ETH,D
14979,ETH,TACO,0.02940852,179.8850679,,ETH,0.029412832875630457,POOL,Sushi,2021-08-23,Sushi,ETH,A
14980,ETH,TACO,1.21069956,33680.724178,,ETH,1.2180378706280637,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14981,ETH,TANGO,49.97057988,90108.42371629999,,ETH,64.767309615258,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14982,ETH,TAP,6.994569480000001,166937.7298389,,ETH,7.2442753534851745,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14983,ETH,TBB,18.9847068,47305.381097599995,,ETH,20.900500648217026,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14984,ETH,TBTC,0.5897683199999999,754167.7240876,,ETH,0.591506084475002,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14985,ETH,TBTC,35.62,2466064.32,0,ETH,42.76451047043233,FARM,https://dashboard.keep.network/liquidity,2021-08-23,https://dashboard.keep.network/liquidity,ETH,C
14986,ETH,TBTC,1.85,2463284.02,0,ETH,1.867170759605985,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
14987,ETH,TCAP,0.15740568,2861201.8587935,,ETH,0.15752928782832853,POOL,Sushi,2021-08-23,Sushi,ETH,A
14988,ETH,TCAP,73.17,9485301.35,0,ETH,107.7089374869376,FARM,https://app.cryptex.finance,2021-08-23,https://app.cryptex.finance,ETH,C
14989,ETH,TCORE,0.27853428,168367.3679463,,ETH,0.27892148140780115,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14990,ETH,TE,0.0,0.019859599999999998,,ETH,0.0,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14991,ETH,TEL,0.00,8940975.94,0,MATIC,0.0,FARM,https://quickswap.exchange/#/quick,2021-08-23,https://quickswap.exchange/#/quick,MATIC,B
14992,ETH,TEL,64.978416,343233.95320600003,,ETH,91.40213788793557,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14993,ETH,TEL,0.2569812,360.8851025,,ETH,0.2573107727429358,POOL,Sushi,2021-08-23,Sushi,ETH,A
14994,ETH,TEL,1.73,7857881,0,ETH,1.745009457052893,POOL,QuickSwap,2021-08-23,QuickSwap,ETH,B
14995,ETH,TEND,7426.54166544,1274.2125660000002,,ETH,2.2827801226666617e+31,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14996,ETH,TENDIE,66.05,429098.51,0,BSC,93.46048683037999,FARM,https://app.tendieswap.org,2021-08-23,,,
14997,ETH,TGBP,8.305520519999998,7707.559899399999,,ETH,8.659152667621894,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14998,ETH,TIDAL,32.12678208,17682.600460999998,,ETH,37.86799949685344,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
14999,ETH,TIME,1126.88,95584.39,0,MATIC,6606081.829993065,FARM,https://timeleap.finance,2021-08-23,,,
15000,ETH,TIME,913.30,95499.09,0,MATIC,827080.8036740953,FARM,https://polygon.jetswap.finance,2021-08-23,,,
15001,ETH,TITAN,17.76,296922,0,ETH,19.429589929215084,POOL,QuickSwap,2021-08-23,QuickSwap,ETH,B
15002,ETH,TKN,0.42472188,643890.6694516999,,ETH,0.4256226200742397,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15003,ETH,TKN,4.39,2133507.18,0,ETH,4.487510361062186,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15004,ETH,TLN,3.88609296,9745.3421819,,ETH,3.962374185862383,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15005,ETH,TMC,0.8221432800000001,15966.8744241,,ETH,0.8255228231748735,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15006,ETH,TOL,0.0,0.0032990999999999997,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
15007,ETH,TOL,0.0,0.0,,ETH,0.0,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15008,ETH,TOM,76344568.67,17.13,0,MATIC,,FARM,https://tomfinance.app,2021-08-23,,,
15009,ETH,TOMOE,5.219330640000001,30616.277898300003,,ETH,5.357545520779383,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15010,ETH,TOMOE,0.12,99477.84,0,ETH,0.12007183130950949,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15011,ETH,TORN,2.94363276,4285533.1661217995,,ETH,2.9872636467894953,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15012,ETH,TORN,1.90864368,231451.2867582,,ETH,1.9269238596617555,POOL,Sushi,2021-08-23,Sushi,ETH,A
15013,ETH,TORN,87.67,14291884.72,0,ETH,140.04321946673372,FARM,https://app.tornado.cash,2021-08-23,https://app.tornado.cash,ETH,C
15014,ETH,TRAC,11.49137388,290922.23042529996,,ETH,12.17563799168988,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15015,ETH,TRAC,0.09850799999999998,349.5471854,,ETH,0.09855640200875371,POOL,Sushi,2021-08-23,Sushi,ETH,A
15016,ETH,TRADE,10.480259160000001,650920.7856967,,ETH,11.047466325737876,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15017,ETH,TRIB,5.4241776,35506.6322252,,ETH,5.5735569260003,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15018,ETH,TRIBE,12.960557399999999,50894.7593129,,ETH,13.835310029154346,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15019,ETH,TRIPS,1.27014864,3910.3054437,,ETH,1.278226906607327,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15020,ETH,TRISM,0.0,0.18168620000000002,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
15021,ETH,TRND,1.4702606400000002,24926.502884,,ETH,1.4810920875902411,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15022,ETH,TRST,0.76228548,4671.3810156,,ETH,0.7651902515397158,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15023,ETH,TRU,37.77705312,663670.7587063999,,ETH,45.87430963779229,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15024,ETH,TRU,25.563027599999998,13772.7164586,,ETH,29.115969326919043,POOL,Sushi,2021-08-23,Sushi,ETH,A
15025,ETH,TRU,80.17245756,89712.38749929999,,ETH,122.74231217605531,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15026,ETH,TRU,29.351418600000002,2013842.8599192,,ETH,34.0974025671855,POOL,Sushi,2021-08-23,Sushi,ETH,A
15027,ETH,TRU,320.8,,0,ETH,5.482760538355416e+133,FARM,https://www.visor.finance/,2021-08-23,https://www.visor.finance/,ETH,B
15028,ETH,TRU,10.67,298077.95,0,ETH,11.2583075969507,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15029,ETH,TRU,5190.37,298000.23,0,ETH,1.191661849091155e+23,FARM,https://app.truefi.io/farm,2021-08-23,https://app.truefi.io/farm,ETH,C
15030,ETH,TRXC,0.008018280000000001,21.931157600000002,,ETH,0.008018600594383862,POOL,Sushi,2021-08-23,Sushi,ETH,A
15031,ETH,TST,0.07046735999999999,11.6138935,,ETH,0.07049212600425125,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15032,ETH,TST,0.33881951999999993,44.050928500000005,,ETH,0.3393925842428258,POOL,Sushi,2021-08-23,Sushi,ETH,A
15033,ETH,TTT,0.18,23753.26,0,ETH,0.18016165261038886,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15034,ETH,TUSD,4.94704476,807221.6058299,,ETH,5.071101842299863,POOL,Sushi,2021-08-23,Sushi,ETH,A
15035,ETH,TUSD,43.78960008,35839.9703179,,ETH,54.90371362499636,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15036,ETH,TUSD,1.37,115670.42,0,ETH,1.3794014380976272,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15037,ETH,TVK,2.70,5025379.34,0,ETH,2.7366776854123254,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15038,ETH,TVK,10.213700639999999,1415928.2357047,,ETH,10.751937672478817,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15039,ETH,TXL,6.687050279999999,165831.084114,,ETH,6.915046799615343,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15040,ETH,TXL,4.06208556,47175.2198465,,ETH,4.145481414976615,POOL,Sushi,2021-08-23,Sushi,ETH,A
15041,ETH,TXT,0.3380598,81.4331958,,ETH,0.33863029577427817,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15042,ETH,Titan,0.03,4425.26,0,ETH,0.030004488118984263,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15043,ETH,Tosa,0.74,20412.70,0,ETH,0.7427372092626339,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,ETH,C
15044,ETH,Tosa,0.74,20412.70,0,ETH,0.7427372092626339,FARM,https://dogen.finance,2021-08-23,https://dogen.finance,BSC,D
15045,ETH,UBI,40.06,222642.37,0,ETH,49.23921831949436,FARM,https://www.proofofhumanity.id,2021-08-23,https://www.proofofhumanity.id,ETH,D
15046,ETH,UBI,1.5438940799999998,67302.1803278,,ETH,1.555840536846076,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15047,ETH,UBT,4.98,2621277.36,0,MATIC,5.105729272668991,FARM,https://quickswap.exchange/#/quick,2021-08-23,https://quickswap.exchange/#/quick,MATIC,B
15048,ETH,UBT,41.7271242,736361.9832415,,ETH,51.74524507606277,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15049,ETH,UBT,3.16,2854329,0,ETH,3.210316916985012,POOL,QuickSwap,2021-08-23,QuickSwap,ETH,B
15050,ETH,UBT,0.37,2389536.99,0,ETH,0.3706834627208,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15051,ETH,UBXT,7.80333564,93271.37664769999,,ETH,8.114970460241388,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15052,ETH,UBXT,6.6050787600000005,465537.2507376,,ETH,6.827458762553085,POOL,Sushi,2021-08-23,Sushi,ETH,A
15053,ETH,UBXT,8.91,303932.74,0,ETH,9.317808332577604,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15054,ETH,UCHI,0.0,0.0,,ETH,0.0,POOL,Sushi,2021-08-23,Sushi,ETH,A
15055,ETH,UDO,29.060243400000004,381922.965847,,ETH,33.707823366696196,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15056,ETH,UDT,8.83018884,311545.0827331,,ETH,9.230616509720345,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15057,ETH,UFO,75.66,800074.65,0,ETH,112.93503063821859,FARM,https://shibaswap.com,2021-08-23,https://shibaswap.com,ETH,B
15058,ETH,UFR,4.1216025599999995,1327.5583901,,ETH,4.207477178274921,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15059,ETH,UFT,6.245273640000001,843245.6985594,,ETH,6.44384616719027,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15060,ETH,UFT,5.75000076,111535.1697566,,ETH,5.918048205165061,POOL,Sushi,2021-08-23,Sushi,ETH,A
15061,ETH,UFT,0.32,303019,0,ETH,0.32051113933926345,POOL,QuickSwap,2021-08-23,QuickSwap,ETH,B
15062,ETH,UMA,16.12754064,2278532.7781577,,ETH,17.49666768756701,POOL,Sushi,2021-08-23,Sushi,ETH,A
15063,ETH,UMA,3.92838072,74180.20835670001,,ETH,4.0063421343616845,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15064,ETH,UMA,3.10,244180.35,0,ETH,3.1484146077249475,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15065,ETH,UMA,118.11,306195.50,0,MATIC,225.17494940426766,FARM,https://app.sushi.com,2021-08-23,https://app.sushi.com,MATIC,A
15066,ETH,UMB,10.91285088,91110.7243886,,ETH,11.528747669101747,POOL,Sushi,2021-08-23,Sushi,ETH,A
15067,ETH,UMB,30.13373484,498467.8444922,,ETH,35.14972169588808,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15068,ETH,UMBR,181.60,692149.62,0,ETH,511.96035669826017,FARM,https://farm.umbria.network,2021-08-23,https://farm.umbria.network,ETH,F
15069,ETH,UNC,2.00636616,500579.601384,,ETH,2.0265727149846757,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15070,ETH,UNDB,0.58979532,108868.5111888,,ETH,0.5915332437475884,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15071,ETH,UNI,442.21,11152482.07,4,MATIC,8008.733517032036,FARM,https://avengers.exchange,2021-08-23,https://avengers.exchange,MATIC,D
15072,ETH,UNI,30.55,4012530.04,0,MATIC,35.713006217636625,FARM,https://exchange.dfyn.network,2021-08-23,https://exchange.dfyn.network,MATIC,B
15073,ETH,UNI,9.61003524,35792785.5704947,,ETH,10.085560871046727,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15074,ETH,UNI,18.682848,1637165.952675,,ETH,20.53628975609112,POOL,Sushi,2021-08-23,Sushi,ETH,A
15075,ETH,UNI,0.54,10632568,0,ETH,0.5414566118383757,POOL,QuickSwap,2021-08-23,QuickSwap,ETH,B
15076,ETH,UNI,0.29,119264027.82,0,ETH,0.2904197513866391,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15077,ETH,UNI,24.70,36504269.04,0,ETH,28.007217583382406,FARM,https://shibaswap.com,2021-08-23,https://shibaswap.com,ETH,B
15078,ETH,UNI,61.870000000000005,,0,ETH,2063.937869810649,FARM,https://www.visor.finance/,2021-08-23,https://www.visor.finance/,ETH,B
15079,ETH,UNIC,165.82,8945476.62,0,ETH,423.0175094886996,FARM,https://www.app.unic.ly/#/farm,2021-08-23,https://www.app.unic.ly/#/farm,ETH,D
15080,ETH,UNIC,0,8945476.62,0,ETH,0.0,FARM,https://www.app.unic.ly/#/farm,2021-08-23,https://www.app.unic.ly/#/farm,ETH,D
15081,ETH,UNIFI,1.96026348,10943.5994799,,ETH,1.979549126188429,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15082,ETH,UNIRON,614.63,5.28,0,FANTOM,44268.922976138085,FARM,https://www.uniron.finance,2021-08-23,,,
15083,ETH,UNISTAKE,0.98311032,1290901.2553759,,ETH,0.9879453545031502,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15084,ETH,UNN,31.94027844,569277.5320071001,,ETH,37.61133533414394,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15085,ETH,UNO,4.39204812,180301.2036774,,ETH,4.4896501551534795,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15086,ETH,UOP,18.33375192,77255.5918219,,ETH,20.116448436283285,POOL,Sushi,2021-08-23,Sushi,ETH,A
15087,ETH,UOS,1.59,565924.18,0,ETH,1.6026725762842808,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15088,ETH,UOS,27.483531720000002,167967.7824712,,ETH,31.617775669799776,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15089,ETH,UPDOWN,0.00,417.34,0,ETH,0.0,FARM,https://updown.finance,2021-08-23,https://updown.finance,ETH,D
15090,ETH,UPR,4.136112,30724.3745514,,ETH,4.222596486206731,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15091,ETH,USDC,9.77,1826039.86,0,BSC,10.261753083948522,FARM,https://autofarm.network,2021-08-23,https://autofarm.network,BSC,C
15092,ETH,USDC,31.46,316196.63,0,BSC,36.95257310419966,FARM,https://ten.finance,2021-08-23,https://ten.finance,BSC,C
15093,ETH,USDC,17.82,71348598.58,0,BSC,19.50123425507735,FARM,https://pancakeswap.finance,2021-08-23,https://pancakeswap.finance,BSC,B
15094,ETH,USDC,106.56,1692041.09,0,BSC,189.8077356981533,FARM,https://bear.honeyfarm.finance,2021-08-23,,,
15095,ETH,USDC,9015206.47,11.76,0,BSC,,FARM,https://honeyfarm.finance,2021-08-23,,,
15096,ETH,USDC,12.64,24155.21,0,BSC,13.471114279751607,FARM,https://app.swamp.finance,2021-08-23,https://app.swamp.finance,BSC,C
15097,ETH,USDC,0,0.00,0,BSC,0.0,FARM,,2021-08-23,,,
15098,ETH,USDC,0,,0,BSC,0.0,FARM,https://goldenbunny.finance,2021-08-23,,,
15099,ETH,USDC,7.33,13913319.906893551,,SOL,7.604538569281716,POOL,Raydium,2021-08-23,Raydium,SOL,B
15100,ETH,USDC,9.02177952,142422550.68154693,,ETH,9.440041531665333,POOL,Sushi,2021-08-23,Sushi,ETH,A
15101,ETH,USDC,18.470313599999997,61353829.6710646,,ETH,20.280510759346605,POOL,Uniswap,2021-08-23,Uniswap,ETH,A
15102,ETH,USDC,0.94,200835012.97,0,ETH,0.9444196574434738,FARM,https://www.bao.finance,2021-08-23,https://www.bao.finance,ETH,F
15103,ETH,USDC,53.05,34061628.21,0,ETH,69.9127446028033,FARM,https://shibaswap.com,2021-08-23,https://shibaswap.com,ETH,B
15104,ETH,USDC,26.85,95388.89,0,ETH,30.787187310821263,FARM,https://sakeswap.finance,2021-08-23,https://sakeswap.finance,ETH,C
15105,ETH,USDC,27.64,331917.62,0,ETH,31.82372130434672,FARM,https://swipe.org/farm,2021-08-23,https://swipe.org/farm,BSC,B
15106,ETH,USDC,27.64,331917.62,0,ETH,31.82372130434672,FARM,https://swipe.org/farm,2021-08-23,https://swipe.org/farm,ETH,B
15107,ETH,USDC,309.27,148027213.21,4,MATIC,2075.124699488509,FARM,https://polyshield.finance,2021-08-23,,,
15108,ETH,USDC,108.18,148182343.22,4,MATIC,194.52686104241752,FARM,https://hamsterparty.club,2021-08-23,,,
15109,ETH,USDC,13.71,839241.96,0,MATIC,14.691331277716092,FARM,https://swap.cometh.io/#/stake,2021-08-23,https://swap.cometh.io/#/stake,MATIC,C
15110,ETH,USDC,31.49,147999567.42,4.00,MATIC,36.99362963008075,FARM,https://polybull.finance,2021-08-23,https://polybull.finance,MATIC,C
15111,ETH,USDC,3.37,147927067.62,2.5,MATIC,3.4272668936454753,FARM,https://duckfarm.one,2021-08-23,,,
15112,ETH,USDC,77003.04,147902500.61,4,MATIC,6.931697939787447e+181,FARM,https://neonfinance.club/,2021-08-23,,,
15113,ETH,USDC,1728.87,148068038.28,4,MATIC,2167642766.8366747,FARM,https://berryfarms.world/,2021-08-23,,,
15114,ETH,USDC,29.40,549310.33,0,MATIC,34.16251237578904,FARM,https://app.firebird.finance,2021-08-23,https://app.firebird.finance,MATIC,C
15115,ETH,USDC,34.05,148019061.91,1,MATIC,40.54271479089062,FARM,https://polymon.finance,2021-08-23,,,
15116,ETH,USDC,14.49,148027588.85,4,MATIC,15.589073507573904,FARM,https://polygon4.SpacePortDeFi.com,2021-08-23,,,
15117,ETH,USDC,0,148142576.15,4,MATIC,0.0,FARM,https://hippolygon.com,2021-08-23,https://hippolygon.com,MATIC,D
15118,ETH,USDC,0,148029203.02,4,MATIC,0.0,FARM,https://raccoonyield.club,2021-08-23,,,
15119,ETH,USDC,0,147877213.52,3,MATIC,0.0,FARM,,2021-08-23,,,
15120,ETH,USDC,591.15,147964498.43,4,MATIC,35117.903710026265,FARM,https://batswap.finance/,2021-08-23,,,
15121,ETH,USDC,157.61,7029644.27,0,MATIC,381.96769337002115,FARM,https://farmhero.io,2021-08-23,https://farmhero.io,MATIC,C
15122,ETH,USDC,157.61,7029644.27,0,MATIC,381.96769337002115,FARM,https://farmhero.io,2021-08-23,https://farmhero.io,BSC,D
15123,ETH,USDC,79.33,148159019.20,0,MATIC,120.87774185958531,FARM,https://farmhero.io,2021-08-23,https://farmhero.io,MATIC,C
15124,ETH,USDC,79.33,148159019.20,0,MATIC,120.87774185958531,FARM,https://farmhero.io,2021-08-23,https://farmhero.io,BSC,D
15125,ETH,USDC,88.01,52669668.01,0,MATIC,140.85878936757138,FARM,https://farmhero.io,2021-08-23,https://farmhero.io,MATIC,C
15126,ETH,USDC,88.01,52669668.01,0,MATIC,140.85878936757138,FARM,https://farmhero.io,2021-08-23,https://farmhero.io,BSC,D
15127,ETH,USDC,0.00,148079115.68,4,MATIC,0.0,FARM,https://polywantsacracker.farm,2021-08-23,,,
15128,ETH,USDC,27.16,1152.12,0,MATIC,31.192955994994875,FARM,https://polywolf.finance,2021-08-23,https://polywolf.finance,MATIC,F
15129,ETH,USDC,15.05,148233725.19,4,MATIC,16.237924845413822,FARM,https://polycuban.finance,2021-08-23,https://polycuban.finance,MATIC,C
15130,ETH,USDC,40.84,32203.75,2,MATIC,50.40653720917747,FARM,https://polycrystal.finance,2021-08-23,https://polycrystal.finance,MATIC,C
15131,ETH,USDC,726.48,147950486.96,4,MATIC,132968.2872837197,FARM,https://heliumfinance.club/,2021-08-23,,,
15132,ETH,USDC,0.00,147952900.31,3.99,MATIC,0.0,FARM,https://pantsuswap.com,2021-08-23,,,
15133,ETH,USDC,38.42,148026454.05,4,MATIC,46.814241260171045,FARM,https://growthfinance.app,2021-08-23,,,
15134,ETH,USDC,0,147920833.38,100,MATIC,0.0,FARM,https://dinosaurfinance.vercel.app,2021-08-23,https://dinosaurfinance.vercel.app,MATIC,F
15135,ETH,USDC,33.75,148007125.07,4,MATIC,40.12210851637179,FARM,https://polylion.exchange,2021-08-23,https://polylion.exchange,MATIC,C
15136,ETH,USDC,873.50,148150287.93,4,MATIC,560794.1704696278,FARM,https://polygrass.online,2021-08-23,https://polygrass.online,MATIC,D
15137,ETH,USDC,212.70,147954458.06,4,MATIC,733.8026310046084,FARM,https://polyarrow.xyz,2021-08-23,,,
15138,ETH,USDC,107.46,147970710.41,4,MATIC,192.42008447321518,FARM,https://platinumfinance.app,2021-08-23,,,
15139,ETH,USDC,51.09,148050773.96,3.5,MATIC,66.61953158770318,FARM,https://polyvertex.finance/farms,2021-08-23,https://polyvertex.finance/farms,MATIC,C
15140,ETH,USDC,214.05,148230894.32,4,MATIC,745.0689824280561,FARM,https://kunai.dojofarm.finance,2021-08-23,,,
15141,ETH,USDC,145.79,135877.07,0,MATIC,328.4466858641941,FARM,https://cremepieswap.finance,2021-08-23,,,
15142,ETH,USDC,0.00,147860291.44,0,MATIC,0.0,FARM,https://polygold.finance,2021-08-23,https://polygold.finance,MATIC,F
15143,ETH,USDC,34.32,3588.95,0,MATIC,40.92233683554354,FARM,https://swap.net,2021-08-23,,,
15144,ETH,USDC,66.40,147932898.62,0,MATIC,94.13755425235375,FARM,https://barns.finance,2021-08-23,,,
15145,ETH,USDC,55.48,148182343.22,4,MATIC,74.08591901280643,FARM,https://polygon2.SpacePortDeFi.com,2021-08-23,,,
15146,ETH,USDC,2629837.82,148003657.16,4,MATIC,,FARM,https://poly.shallotdefi.com,2021-08-23,,,
15147,ETH,USDC,124.02,147957212.52,5,MATIC,244.90463748192016,FARM,https://vampirefarming.club,2021-08-23,,,
15148,ETH,USDC,0.00,147949728.91,3,MATIC,0.0,FARM,https://polytulip.com,2021-08-23,,,
15149,ETH,USDC,1571.78,148101749.86,4,MATIC,482242949.688581,FARM,https://polyracoon.com,2021-08-23,,,
15150,ETH,USDC,240.10,147931645.99,4,MATIC,994.7788514541388,FARM,https://sandman.farm,2021-08-23,,,
15151,ETH,USDC,292.92,148341024.21,3,MATIC,1749.5154742429531,FARM,https://www.polycake.finance,2021-08-23,https://www.polycake.finance,MATIC,C
15152,ETH,USDC,35.51,147965371.34,4,MATIC,42.60770855097511,FARM,https://avengers.exchange,2021-08-23,https://avengers.exchange,MATIC,D
15153,ETH,USDC,150.48,147962420.69,4,MATIC,348.9343826761871,FARM,https://dojofarm.finance,2021-08-23,,,
15154,ETH,USDC,51.91,8694547.33,0,MATIC,67.989487950242,FARM,https://exchange.dfyn.network,2021-08-23,https://exchange.dfyn.network,MATIC,B
15155,ETH,USDC,0,147905700.57,4,MATIC,0.0,FARM,https://tomfinance.app,2021-08-23,,,
15156,ETH,USDC,0.00,148122425.63,4,MATIC,0.0,FARM,https://polyyork.finance/,2021-08-23,,,
15157,ETH,USDC,6171.42,148184705.32,4,MATIC,5.796212207317089e+26,FARM,https://iridiumfinance.app/,2021-08-23,,,
15158,ETH,USDC,0,147935759.81,4,MATIC,0.0,FARM,https://polygon.woodchain.io,2021-08-23,,,
15159,ETH,USDC,42.77,125585.49,0,MATIC,53.334191301127134,FARM,https://polydex.fi,2021-08-23,https://polydex.fi,MATIC,D
15160,ETH,USDC,24.10,7029714.46,0,MATIC,27.241983826820615,FARM,https://app.wault.finance/polygon,2021-08-23,https://app.wault.finance/polygon,MATIC,B
15161,ETH,USDC,37.26,36586584.85,0,MATIC,45.12277904921318,FARM,https://dmm.exchange/,2021-08-23,https://dmm.exchange/,ETH,B
15162,ETH,USDC,98.86,148128415.15,4,MATIC,168.3880256712343,FARM,https://bone.polypup.finance,2021-08-23,https://bone.polypup.finance,MATIC,C
15163,ETH,USDC,296.90,148022255.58,4,MATIC,1823.9968274597938,FARM,https://polygon3.SpacePortDeFi.com,2021-08-23,,,
15164,ETH,USDC,372.67,148024373.91,4,MATIC,3976.416785144694,FARM,,2021-08-23,,,
15165,ETH,USDC,21.08,147965371.34,4,MATIC,23.459027180975056,FARM,https://polydeer.finance,2021-08-23,https://polydeer.finance,MATIC,C
15166,ETH,USDC,63.25,147965371.34,4,MATIC,88.12804021982332,FARM,https://polydeer.finance,2021-08-23,https://polydeer.finance,MATIC,C
15167,ETH,USDC,168.67,147965371.34,4,MATIC,438.0680017815175,FARM,https://polydeer.finance,2021-08-23,https://polydeer.finance,MATIC,C
15168,ETH,USDC,68.42,147950486.96,4,MATIC,98.09163224770774,FARM,https://gold.polyyork.finance,2021-08-23,,,
15169,ETH,USDC,3468.44,148084834.42,0,MATIC,2.4540400464701784e+16,FARM,https://poly.cakecrypt.io,2021-08-23,,,
